associatedReferences,associatedReferencesID,acceptedNameUsage,acceptedNameUsageID,traitName,measurementType,measurementTypeID,measurementMethod,measurementRemarks,recordLevel,measurementValue,valueSummary,measurementUnit,sampleSizeValue,variance,varianceMeasure,recordNumber,catalogNumber,verbatimEventDate,eventDate,sex,lifeStage,locality,verbatimLatitude,verbatimLongitude,decimalLatitude,decimalLongitude,coordinateUncertaintyInMeters,country,stateProvince,county,habitat
"Beyer, N., Gabriel, D., Kirsch, F., Schulz‐Kesting, K., Dauber, J., & Westphal, C. (2020). Functional groups of wild bees respond differently to faba bean Vicia faba L. cultivation at landscape scale. Journal of Applied Ecology, 57(12), 2499-2508.",https://doi.org/10.1111/1365-2664.13745,Eucera nigrescens Perez 1879,gbif:1340969,tongue size,tongue length,http://purl.obolibrary.org/obo/HAO_0002606,NA,NA,species,6.99,mean,mm,23,NA,NA,NA,NA,summer 2017,NA,female,adult,"Göttingen in Central Germany, close to the North Sea in vicinity of the city Itzehoe and in the east of Germany close to Leipzig",51°32′N; 53°55′N; 51°20′N,9°56′E; 9°30′E;12°22′E,NA,NA,NA,Germany,NA,NA,NA
"Beyer, N., Gabriel, D., Kirsch, F., Schulz‐Kesting, K., Dauber, J., & Westphal, C. (2020). Functional groups of wild bees respond differently to faba bean Vicia faba L. cultivation at landscape scale. Journal of Applied Ecology, 57(12), 2499-2508.",https://doi.org/10.1111/1365-2664.13745,Dasypoda hirtipes (Fabricius 1793),gbif:1345858,body size,ITD,http://purl.obolibrary.org/obo/HAO_0002584,NA,NA,species,2.90,mean,mm,2,NA,NA,NA,NA,summer 2017,NA,female,adult,NA,NA,NA,NA,NA,NA,Germany,NA,NA,NA
"Beyer, N., Gabriel, D., Kirsch, F., Schulz‐Kesting, K., Dauber, J., & Westphal, C. (2020). Functional groups of wild bees respond differently to faba bean Vicia faba L. cultivation at landscape scale. Journal of Applied Ecology, 57(12), 2499-2508.",https://doi.org/10.1111/1365-2664.13745,Dasypoda hirtipes (Fabricius 1793),gbif:1345858,body size,ITD,http://purl.obolibrary.org/obo/HAO_0002584,NA,NA,species,2.90,mean,mm,2,NA,NA,NA,NA,summer 2017,NA,female,adult,"Göttingen in Central Germany, close to the North Sea in vicinity of the city Itzehoe and in the east of Germany close to Leipzig",51°32′N; 53°55′N; 51°20′N,9°56′E; 9°30′E;12°22′E,NA,NA,NA,Germany,NA,NA,NA
"Beyer, N., Gabriel, D., Kirsch, F., Schulz‐Kesting, K., Dauber, J., & Westphal, C. (2020). Functional groups of wild bees respond differently to faba bean Vicia faba L. cultivation at landscape scale. Journal of Applied Ecology, 57(12), 2499-2508.",https://doi.org/10.1111/1365-2664.13745,Hylaeus confusus Nylander 1853,gbif:1349755,body size,ITD,http://purl.obolibrary.org/obo/HAO_0002584,NA,NA,species,1.47,mean,mm,2,NA,NA,NA,NA,summer 2017,NA,female,adult,NA,NA,NA,NA,NA,NA,Germany,NA,NA,NA
"Beyer, N., Gabriel, D., Kirsch, F., Schulz‐Kesting, K., Dauber, J., & Westphal, C. (2020). Functional groups of wild bees respond differently to faba bean Vicia faba L. cultivation at landscape scale. Journal of Applied Ecology, 57(12), 2499-2508.",https://doi.org/10.1111/1365-2664.13745,Hylaeus confusus Nylander 1853,gbif:1349755,body size,ITD,http://purl.obolibrary.org/obo/HAO_0002584,NA,NA,species,1.47,mean,mm,2,NA,NA,NA,NA,summer 2017,NA,female,adult,"Göttingen in Central Germany, close to the North Sea in vicinity of the city Itzehoe and in the east of Germany close to Leipzig",51°32′N; 53°55′N; 51°20′N,9°56′E; 9°30′E;12°22′E,NA,NA,NA,Germany,NA,NA,NA
"Beyer, N., Gabriel, D., Kirsch, F., Schulz‐Kesting, K., Dauber, J., & Westphal, C. (2020). Functional groups of wild bees respond differently to faba bean Vicia faba L. cultivation at landscape scale. Journal of Applied Ecology, 57(12), 2499-2508.",https://doi.org/10.1111/1365-2664.13745,Hylaeus confusus Nylander 1853,gbif:1349755,tongue size,tongue length,http://purl.obolibrary.org/obo/HAO_0002606,NA,NA,species,1.24,mean,mm,2,NA,NA,NA,NA,summer 2017,NA,female,adult,"Göttingen in Central Germany, close to the North Sea in vicinity of the city Itzehoe and in the east of Germany close to Leipzig",51°32′N; 53°55′N; 51°20′N,9°56′E; 9°30′E;12°22′E,NA,NA,NA,Germany,NA,NA,NA
"Beyer, N., Gabriel, D., Kirsch, F., Schulz‐Kesting, K., Dauber, J., & Westphal, C. (2020). Functional groups of wild bees respond differently to faba bean Vicia faba L. cultivation at landscape scale. Journal of Applied Ecology, 57(12), 2499-2508.",https://doi.org/10.1111/1365-2664.13745,Hylaeus communis Nylander 1852,gbif:1349795,body size,ITD,http://purl.obolibrary.org/obo/HAO_0002584,NA,NA,species,1.28,mean,mm,5,NA,NA,NA,NA,summer 2017,NA,female,adult,NA,NA,NA,NA,NA,NA,Germany,NA,NA,NA
"Beyer, N., Gabriel, D., Kirsch, F., Schulz‐Kesting, K., Dauber, J., & Westphal, C. (2020). Functional groups of wild bees respond differently to faba bean Vicia faba L. cultivation at landscape scale. Journal of Applied Ecology, 57(12), 2499-2508.",https://doi.org/10.1111/1365-2664.13745,Hylaeus communis Nylander 1852,gbif:1349795,body size,ITD,http://purl.obolibrary.org/obo/HAO_0002584,NA,NA,species,1.28,mean,mm,5,NA,NA,NA,NA,summer 2017,NA,female,adult,"Göttingen in Central Germany, close to the North Sea in vicinity of the city Itzehoe and in the east of Germany close to Leipzig",51°32′N; 53°55′N; 51°20′N,9°56′E; 9°30′E;12°22′E,NA,NA,NA,Germany,NA,NA,NA
"Beyer, N., Gabriel, D., Kirsch, F., Schulz‐Kesting, K., Dauber, J., & Westphal, C. (2020). Functional groups of wild bees respond differently to faba bean Vicia faba L. cultivation at landscape scale. Journal of Applied Ecology, 57(12), 2499-2508.",https://doi.org/10.1111/1365-2664.13745,Hylaeus communis Nylander 1852,gbif:1349795,tongue size,tongue length,http://purl.obolibrary.org/obo/HAO_0002606,NA,NA,species,1.09,mean,mm,16,NA,NA,NA,NA,summer 2017,NA,female,adult,"Göttingen in Central Germany, close to the North Sea in vicinity of the city Itzehoe and in the east of Germany close to Leipzig",51°32′N; 53°55′N; 51°20′N,9°56′E; 9°30′E;12°22′E,NA,NA,NA,Germany,NA,NA,NA
"Beyer, N., Gabriel, D., Kirsch, F., Schulz‐Kesting, K., Dauber, J., & Westphal, C. (2020). Functional groups of wild bees respond differently to faba bean Vicia faba L. cultivation at landscape scale. Journal of Applied Ecology, 57(12), 2499-2508.",https://doi.org/10.1111/1365-2664.13745,Hylaeus gredleri Förster 1871,gbif:1350025,body size,ITD,http://purl.obolibrary.org/obo/HAO_0002584,NA,NA,individual,0.95,single observation,mm,1,NA,NA,NA,NA,summer 2017,NA,female,adult,NA,NA,NA,NA,NA,NA,Germany,NA,NA,NA
"Beyer, N., Gabriel, D., Kirsch, F., Schulz‐Kesting, K., Dauber, J., & Westphal, C. (2020). Functional groups of wild bees respond differently to faba bean Vicia faba L. cultivation at landscape scale. Journal of Applied Ecology, 57(12), 2499-2508.",https://doi.org/10.1111/1365-2664.13745,Hylaeus gredleri Förster 1871,gbif:1350025,body size,ITD,http://purl.obolibrary.org/obo/HAO_0002584,NA,NA,individual,0.95,single observation,mm,NA,NA,NA,NA,NA,summer 2017,NA,female,adult,"Göttingen in Central Germany, close to the North Sea in vicinity of the city Itzehoe and in the east of Germany close to Leipzig",51°32′N; 53°55′N; 51°20′N,9°56′E; 9°30′E;12°22′E,NA,NA,NA,Germany,NA,NA,NA
"Beyer, N., Gabriel, D., Kirsch, F., Schulz‐Kesting, K., Dauber, J., & Westphal, C. (2020). Functional groups of wild bees respond differently to faba bean Vicia faba L. cultivation at landscape scale. Journal of Applied Ecology, 57(12), 2499-2508.",https://doi.org/10.1111/1365-2664.13745,Hylaeus gredleri Förster 1871,gbif:1350025,tongue size,tongue length,http://purl.obolibrary.org/obo/HAO_0002606,NA,NA,species,0.82,mean,mm,2,NA,NA,NA,NA,summer 2017,NA,female,adult,"Göttingen in Central Germany, close to the North Sea in vicinity of the city Itzehoe and in the east of Germany close to Leipzig",51°32′N; 53°55′N; 51°20′N,9°56′E; 9°30′E;12°22′E,NA,NA,NA,Germany,NA,NA,NA
"Beyer, N., Gabriel, D., Kirsch, F., Schulz‐Kesting, K., Dauber, J., & Westphal, C. (2020). Functional groups of wild bees respond differently to faba bean Vicia faba L. cultivation at landscape scale. Journal of Applied Ecology, 57(12), 2499-2508.",https://doi.org/10.1111/1365-2664.13745,Halictus subauratus (Rossi 1792),gbif:1353234,body size,ITD,http://purl.obolibrary.org/obo/HAO_0002584,NA,NA,species,1.60,mean,mm,4,NA,NA,NA,NA,summer 2017,NA,female,adult,NA,NA,NA,NA,NA,NA,Germany,NA,NA,NA
"Beyer, N., Gabriel, D., Kirsch, F., Schulz‐Kesting, K., Dauber, J., & Westphal, C. (2020). Functional groups of wild bees respond differently to faba bean Vicia faba L. cultivation at landscape scale. Journal of Applied Ecology, 57(12), 2499-2508.",https://doi.org/10.1111/1365-2664.13745,Halictus subauratus (Rossi 1792),gbif:1353234,body size,ITD,http://purl.obolibrary.org/obo/HAO_0002584,NA,NA,species,1.60,mean,mm,4,NA,NA,NA,NA,summer 2017,NA,female,adult,"Göttingen in Central Germany, close to the North Sea in vicinity of the city Itzehoe and in the east of Germany close to Leipzig",51°32′N; 53°55′N; 51°20′N,9°56′E; 9°30′E;12°22′E,NA,NA,NA,Germany,NA,NA,NA
"Beyer, N., Gabriel, D., Kirsch, F., Schulz‐Kesting, K., Dauber, J., & Westphal, C. (2020). Functional groups of wild bees respond differently to faba bean Vicia faba L. cultivation at landscape scale. Journal of Applied Ecology, 57(12), 2499-2508.",https://doi.org/10.1111/1365-2664.13745,Halictus subauratus (Rossi 1792),gbif:1353234,tongue size,tongue length,http://purl.obolibrary.org/obo/HAO_0002606,NA,NA,species,2.17,mean,mm,4,NA,NA,NA,NA,summer 2017,NA,female,adult,"Göttingen in Central Germany, close to the North Sea in vicinity of the city Itzehoe and in the east of Germany close to Leipzig",51°32′N; 53°55′N; 51°20′N,9°56′E; 9°30′E;12°22′E,NA,NA,NA,Germany,NA,NA,NA
"Beyer, N., Gabriel, D., Kirsch, F., Schulz‐Kesting, K., Dauber, J., & Westphal, C. (2020). Functional groups of wild bees respond differently to faba bean Vicia faba L. cultivation at landscape scale. Journal of Applied Ecology, 57(12), 2499-2508.",https://doi.org/10.1111/1365-2664.13745,Halictus quadricinctus (Fabricius 1776),gbif:1353236,body size,ITD,http://purl.obolibrary.org/obo/HAO_0002584,NA,NA,individual,2.90,single observation,mm,1,NA,NA,NA,NA,summer 2017,NA,female,adult,NA,NA,NA,NA,NA,NA,Germany,NA,NA,NA
"Beyer, N., Gabriel, D., Kirsch, F., Schulz‐Kesting, K., Dauber, J., & Westphal, C. (2020). Functional groups of wild bees respond differently to faba bean Vicia faba L. cultivation at landscape scale. Journal of Applied Ecology, 57(12), 2499-2508.",https://doi.org/10.1111/1365-2664.13745,Halictus quadricinctus (Fabricius 1776),gbif:1353236,body size,ITD,http://purl.obolibrary.org/obo/HAO_0002584,NA,NA,individual,2.90,single observation,mm,NA,NA,NA,NA,NA,summer 2017,NA,female,adult,"Göttingen in Central Germany, close to the North Sea in vicinity of the city Itzehoe and in the east of Germany close to Leipzig",51°32′N; 53°55′N; 51°20′N,9°56′E; 9°30′E;12°22′E,NA,NA,NA,Germany,NA,NA,NA
"Beyer, N., Gabriel, D., Kirsch, F., Schulz‐Kesting, K., Dauber, J., & Westphal, C. (2020). Functional groups of wild bees respond differently to faba bean Vicia faba L. cultivation at landscape scale. Journal of Applied Ecology, 57(12), 2499-2508.",https://doi.org/10.1111/1365-2664.13745,Halictus quadricinctus (Fabricius 1776),gbif:1353236,tongue size,tongue length,http://purl.obolibrary.org/obo/HAO_0002606,NA,NA,individual,3.84,single observation,mm,NA,NA,NA,NA,NA,summer 2017,NA,female,adult,"Göttingen in Central Germany, close to the North Sea in vicinity of the city Itzehoe and in the east of Germany close to Leipzig",51°32′N; 53°55′N; 51°20′N,9°56′E; 9°30′E;12°22′E,NA,NA,NA,Germany,NA,NA,NA
"Beyer, N., Gabriel, D., Kirsch, F., Schulz‐Kesting, K., Dauber, J., & Westphal, C. (2020). Functional groups of wild bees respond differently to faba bean Vicia faba L. cultivation at landscape scale. Journal of Applied Ecology, 57(12), 2499-2508.",https://doi.org/10.1111/1365-2664.13745,Halictus tumulorum (Linnaeus 1758),gbif:1353289,body size,ITD,http://purl.obolibrary.org/obo/HAO_0002584,NA,NA,species,1.42,mean,mm,23,NA,NA,NA,NA,summer 2017,NA,female,adult,NA,NA,NA,NA,NA,NA,Germany,NA,NA,NA
"Beyer, N., Gabriel, D., Kirsch, F., Schulz‐Kesting, K., Dauber, J., & Westphal, C. (2020). Functional groups of wild bees respond differently to faba bean Vicia faba L. cultivation at landscape scale. Journal of Applied Ecology, 57(12), 2499-2508.",https://doi.org/10.1111/1365-2664.13745,Halictus tumulorum (Linnaeus 1758),gbif:1353289,body size,ITD,http://purl.obolibrary.org/obo/HAO_0002584,NA,NA,species,1.42,mean,mm,23,NA,NA,NA,NA,summer 2017,NA,female,adult,"Göttingen in Central Germany, close to the North Sea in vicinity of the city Itzehoe and in the east of Germany close to Leipzig",51°32′N; 53°55′N; 51°20′N,9°56′E; 9°30′E;12°22′E,NA,NA,NA,Germany,NA,NA,NA
"Beyer, N., Gabriel, D., Kirsch, F., Schulz‐Kesting, K., Dauber, J., & Westphal, C. (2020). Functional groups of wild bees respond differently to faba bean Vicia faba L. cultivation at landscape scale. Journal of Applied Ecology, 57(12), 2499-2508.",https://doi.org/10.1111/1365-2664.13745,Halictus tumulorum (Linnaeus 1758),gbif:1353289,tongue size,tongue length,http://purl.obolibrary.org/obo/HAO_0002606,NA,NA,species,1.93,mean,mm,2,NA,NA,NA,NA,summer 2017,NA,female,adult,"Göttingen in Central Germany, close to the North Sea in vicinity of the city Itzehoe and in the east of Germany close to Leipzig",51°32′N; 53°55′N; 51°20′N,9°56′E; 9°30′E;12°22′E,NA,NA,NA,Germany,NA,NA,NA
"Beyer, N., Gabriel, D., Kirsch, F., Schulz‐Kesting, K., Dauber, J., & Westphal, C. (2020). Functional groups of wild bees respond differently to faba bean Vicia faba L. cultivation at landscape scale. Journal of Applied Ecology, 57(12), 2499-2508.",https://doi.org/10.1111/1365-2664.13745,Halictus simplex Blüthgen 1923,gbif:1353310,body size,ITD,http://purl.obolibrary.org/obo/HAO_0002584,NA,NA,species,1.94,mean,mm,15,NA,NA,NA,NA,summer 2017,NA,female,adult,NA,NA,NA,NA,NA,NA,Germany,NA,NA,NA
"Beyer, N., Gabriel, D., Kirsch, F., Schulz‐Kesting, K., Dauber, J., & Westphal, C. (2020). Functional groups of wild bees respond differently to faba bean Vicia faba L. cultivation at landscape scale. Journal of Applied Ecology, 57(12), 2499-2508.",https://doi.org/10.1111/1365-2664.13745,Halictus simplex Blüthgen 1923,gbif:1353310,body size,ITD,http://purl.obolibrary.org/obo/HAO_0002584,NA,NA,species,1.94,mean,mm,15,NA,NA,NA,NA,summer 2017,NA,female,adult,"Göttingen in Central Germany, close to the North Sea in vicinity of the city Itzehoe and in the east of Germany close to Leipzig",51°32′N; 53°55′N; 51°20′N,9°56′E; 9°30′E;12°22′E,NA,NA,NA,Germany,NA,NA,NA
"Beyer, N., Gabriel, D., Kirsch, F., Schulz‐Kesting, K., Dauber, J., & Westphal, C. (2020). Functional groups of wild bees respond differently to faba bean Vicia faba L. cultivation at landscape scale. Journal of Applied Ecology, 57(12), 2499-2508.",https://doi.org/10.1111/1365-2664.13745,Halictus simplex Blüthgen 1923,gbif:1353310,tongue size,tongue length,http://purl.obolibrary.org/obo/HAO_0002606,NA,NA,individual,2.61,single observation,mm,NA,NA,NA,NA,NA,summer 2017,NA,female,adult,"Göttingen in Central Germany, close to the North Sea in vicinity of the city Itzehoe and in the east of Germany close to Leipzig",51°32′N; 53°55′N; 51°20′N,9°56′E; 9°30′E;12°22′E,NA,NA,NA,Germany,NA,NA,NA
"Beyer, N., Gabriel, D., Kirsch, F., Schulz‐Kesting, K., Dauber, J., & Westphal, C. (2020). Functional groups of wild bees respond differently to faba bean Vicia faba L. cultivation at landscape scale. Journal of Applied Ecology, 57(12), 2499-2508.",https://doi.org/10.1111/1365-2664.13745,Halictus maculatus Smith 1848,gbif:1353364,body size,ITD,http://purl.obolibrary.org/obo/HAO_0002584,NA,NA,species,1.50,mean,mm,2,NA,NA,NA,NA,summer 2017,NA,female,adult,NA,NA,NA,NA,NA,NA,Germany,NA,NA,NA
"Beyer, N., Gabriel, D., Kirsch, F., Schulz‐Kesting, K., Dauber, J., & Westphal, C. (2020). Functional groups of wild bees respond differently to faba bean Vicia faba L. cultivation at landscape scale. Journal of Applied Ecology, 57(12), 2499-2508.",https://doi.org/10.1111/1365-2664.13745,Halictus maculatus Smith 1848,gbif:1353364,body size,ITD,http://purl.obolibrary.org/obo/HAO_0002584,NA,NA,species,1.50,mean,mm,2,NA,NA,NA,NA,summer 2017,NA,female,adult,"Göttingen in Central Germany, close to the North Sea in vicinity of the city Itzehoe and in the east of Germany close to Leipzig",51°32′N; 53°55′N; 51°20′N,9°56′E; 9°30′E;12°22′E,NA,NA,NA,Germany,NA,NA,NA
"Beyer, N., Gabriel, D., Kirsch, F., Schulz‐Kesting, K., Dauber, J., & Westphal, C. (2020). Functional groups of wild bees respond differently to faba bean Vicia faba L. cultivation at landscape scale. Journal of Applied Ecology, 57(12), 2499-2508.",https://doi.org/10.1111/1365-2664.13745,Halictus maculatus Smith 1848,gbif:1353364,tongue size,tongue length,http://purl.obolibrary.org/obo/HAO_0002606,NA,NA,species,2.04,mean,mm,2,NA,NA,NA,NA,summer 2017,NA,female,adult,"Göttingen in Central Germany, close to the North Sea in vicinity of the city Itzehoe and in the east of Germany close to Leipzig",51°32′N; 53°55′N; 51°20′N,9°56′E; 9°30′E;12°22′E,NA,NA,NA,Germany,NA,NA,NA
"Beyer, N., Gabriel, D., Kirsch, F., Schulz‐Kesting, K., Dauber, J., & Westphal, C. (2020). Functional groups of wild bees respond differently to faba bean Vicia faba L. cultivation at landscape scale. Journal of Applied Ecology, 57(12), 2499-2508.",https://doi.org/10.1111/1365-2664.13745,Halictus scabiosae (Rossi 1790),gbif:1353395,body size,ITD,http://purl.obolibrary.org/obo/HAO_0002584,NA,NA,species,2.52,mean,mm,14,NA,NA,NA,NA,summer 2017,NA,female,adult,NA,NA,NA,NA,NA,NA,Germany,NA,NA,NA
"Beyer, N., Gabriel, D., Kirsch, F., Schulz‐Kesting, K., Dauber, J., & Westphal, C. (2020). Functional groups of wild bees respond differently to faba bean Vicia faba L. cultivation at landscape scale. Journal of Applied Ecology, 57(12), 2499-2508.",https://doi.org/10.1111/1365-2664.13745,Halictus scabiosae (Rossi 1790),gbif:1353395,body size,ITD,http://purl.obolibrary.org/obo/HAO_0002584,NA,NA,species,2.52,mean,mm,14,NA,NA,NA,NA,summer 2017,NA,female,adult,"Göttingen in Central Germany, close to the North Sea in vicinity of the city Itzehoe and in the east of Germany close to Leipzig",51°32′N; 53°55′N; 51°20′N,9°56′E; 9°30′E;12°22′E,NA,NA,NA,Germany,NA,NA,NA
"Beyer, N., Gabriel, D., Kirsch, F., Schulz‐Kesting, K., Dauber, J., & Westphal, C. (2020). Functional groups of wild bees respond differently to faba bean Vicia faba L. cultivation at landscape scale. Journal of Applied Ecology, 57(12), 2499-2508.",https://doi.org/10.1111/1365-2664.13745,Halictus scabiosae (Rossi 1790),gbif:1353395,tongue size,tongue length,http://purl.obolibrary.org/obo/HAO_0002606,NA,NA,species,3.35,mean,mm,52,NA,NA,NA,NA,summer 2017,NA,female,adult,"Göttingen in Central Germany, close to the North Sea in vicinity of the city Itzehoe and in the east of Germany close to Leipzig",51°32′N; 53°55′N; 51°20′N,9°56′E; 9°30′E;12°22′E,NA,NA,NA,Germany,NA,NA,NA
